SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
TIL,NSE:TIL,TIL Limited,275.05,283.35,283.65,274.95,278.9,-3.85,-1.38,27471,409,165.4,1803.804724,
TIMETECHNO,NSE:TIMETECHNO,Time Technoplast Limited,199.1,202.99,204.67,198,202.7,-3.6,-1.78,1729010,256.77,153.3,4516.844078,
TIMKEN,NSE:TIMKEN,Timken India Limited,3146,3149.8,3159.7,3115.3,3137.5,8.5,0.27,52829,3575,2202,23577.62722,
TINNARUBR,NSE:TINNARUBR,Tinna Rubber and Infrastructure Limited,845.9,854,857.95,835.4,840.4,5.5,0.65,19813,1088.85,795,1472.248389,
TIPSFILMS,NSE:TIPSFILMS,Tips Films Limited,369.7,388.7,388.7,364,386.7,-17,-4.4,2677,718,364,157.59607,
TIPSMUSIC,NSE:TIPSMUSIC,Tips Music Limited,540.5,532.45,550.65,530.05,532.05,8.45,1.59,328717,910.7,483,6418.34021,
TIRUMALCHM,NSE:TIRUMALCHM,Thirumalai Chemicals Limited,236.8,242.2,245.25,236.05,241.2,-4.4,-1.82,237748,394.95,201.27,2754.445219,
TIRUPATIFL,NSE:TIRUPATIFL,Tirupati Forge Limited,35.5,37.47,38.16,34.51,37.42,-1.92,-5.13,430890,72.88,28.21,379.388145,
TITAGARH,NSE:TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,837.9,855.9,866.35,836.1,847.95,-10.05,-1.19,748408,1370,654.55,11175.02235,
TITAN,NSE:TITAN,Titan Company Limited,3907.5,3900.6,3927,3875.1,3897.7,9.8,0.25,842478,3956,2925,342690.4462,
TMB,NSE:TMB,Tamilnad Mercantile Bank Limited,507.25,515,515,503,511.1,-3.85,-0.75,193413,527,401,7762.371099,
TNPETRO,NSE:TNPETRO,Tamilnadu PetroProducts Limited,105.19,108.5,108.5,105,107.82,-2.63,-2.44,633206,129.89,63.66,911.6664986,
TNPL,NSE:TNPL,Tamil Nadu Newsprint & Papers Limited,144.99,144.55,145.44,143.5,144.28,0.71,0.49,110856,216.59,115.5,989.2360406,
TNTELE,NSE:TNTELE,Tamilnadu Telecommunication Limited,10.37,10.62,10.75,10.22,10.36,0.01,0.1,45296,26,7.94,47.3516319,
TOKYOPLAST,NSE:TOKYOPLAST,Tokyo Plast International Limited,121.85,121,122.46,120,120.09,1.76,1.47,7850,161,106.24,114.0529754,
TOLINS,NSE:TOLINS,Tolins Tyres Limited,148.59,151.6,151.6,147.01,150.09,-1.5,-1,500205,259.2,107.72,573.2636234,
TORNTPHARM,NSE:TORNTPHARM,Torrent Pharmaceuticals Limited,3740,3754,3768,3708.8,3755.8,-15.8,-0.42,231032,3882.2,2886.45,124648.2908,
TORNTPOWER,NSE:TORNTPOWER,Torrent Power Limited,1311.3,1320,1323,1310.1,1316.1,-4.8,-0.36,481226,1719.85,1188,65034.51601,
TOTAL,NSE:TOTAL,Total Transport Systems Limited,65.3,65.51,69.48,65,65.5,-0.2,-0.31,6158,93.5,61.99,105.7216844,
TOUCHWOOD,NSE:TOUCHWOOD,Touchwood Entertainment Limited,102.05,104,107,101.12,104,-1.95,-1.87,15919,176.38,74,111.3979874,
TPHQ,NSE:TPHQ,Teamo Productions HQ Limited,0.55,0.54,0.56,0.54,0.54,0.01,1.85,2661410,2.79,0.52,59.9698012,
TPLPLASTEH,NSE:TPLPLASTEH,TPL Plastech Limited,67.1,67.01,68,67.01,67.51,-0.41,-0.61,136938,115.37,60.01,525.9233464,
TRACXN,NSE:TRACXN,Tracxn Technologies Limited,47.5,46.03,47.5,45.82,46.23,1.27,2.75,229826,84.9,45.06,496.6005119,
TRANSRAILL,NSE:TRANSRAILL,Transrail Lighting Limited,650.25,654.9,663.25,643.05,651.65,-1.4,-0.21,900433,855.8,394.55,8553.26115,
TRANSWORLD,NSE:TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,212.25,217.2,219.61,212.1,214.87,-2.62,-1.22,12747,492,212.01,469.367,
TRAVELFOOD,NSE:TRAVELFOOD,Travel Food Services Limited,1348.2,1378.9,1445,1341.1,1364.1,-15.9,-1.17,84919,1445,1008.5,17540.32404,
TREEHOUSE,NSE:TREEHOUSE,Tree House Education & Accessories Limited,8,8.05,8.13,7.7,7.9,0.1,1.27,26917,21.26,6.19,32.1227463,
TREJHARA,NSE:TREJHARA,TREJHARA SOLUTIONS LIMITED,251.12,243,251.12,238.8,239.17,11.95,5,36434,294.55,155.6,572.652524,
TREL,NSE:TREL,Transindia Real Estate Limited,26.35,26.27,26.69,26.25,26.27,0.08,0.3,85557,45.8,24.73,641.2507107,
TRENT,NSE:TRENT,Trent Limited,4270.6,4305.5,4320.1,4244,4292.4,-21.8,-0.51,832536,7493.05,4235.8,151653.7498,
TRF,NSE:TRF,TRF Limited,306.55,310,314.8,306.5,311.3,-4.75,-1.53,14919,507.4,285.05,333.4350348,
TRIDENT,NSE:TRIDENT,Trident Limited,28.19,28.37,28.54,28.04,28.37,-0.18,-0.63,4011568,40.2,23.11,14217.55772,
TRIGYN,NSE:TRIGYN,Trigyn Technologies Limited,70.99,71.35,71.8,70,70.58,0.41,0.58,20031,122.4,66.6,216.6557536,
TRITURBINE,NSE:TRITURBINE,Triveni Turbine Limited,542.25,546.95,546.95,538,541.85,0.4,0.07,512810,880,460.3,17135.74528,
TRIVENI,NSE:TRIVENI,Triveni Engineering & Industries Limited,359.45,356.6,365.85,353.5,356.5,2.95,0.83,236593,536,313.1,7869.022778,
TRU,NSE:TRU,TruCap Finance Limited,9,8.88,9.17,8.87,8.87,0.13,1.47,147253,21.44,6.61,105.68412,
TTKHLTCARE,NSE:TTKHLTCARE,TTK Healthcare Limited,1108,1128.9,1128.9,1100,1123.2,-15.2,-1.35,3101,1594.95,1080.5,1512.350196,
TTKPRESTIG,NSE:TTKPRESTIG,TTK Prestige Limited,660,664,666,658.6,660.7,-0.7,-0.11,157589,922.5,582.45,8979.564,
TTL,NSE:TTL,T T Limited,9.38,9.5,9.5,9.32,9.41,-0.03,-0.32,165478,18.01,8.25,237.8976182,
TTML,NSE:TTML,Tata Teleservices (Maharashtra) Limited,52.61,50.82,54.6,50.82,50.82,1.79,3.52,1030944,88.9,50.1,10290.09135,
TVSELECT,NSE:TVSELECT,TVS Electronics Limited,556.2,567.7,575.9,556.2,564.05,-7.85,-1.39,388401,739.35,271.45,1016.521101,
TVSHLTD,NSE:TVSHLTD,TVS Holdings Limited,14450,14643,14690,14400,14643,-193,-1.32,5836,16297,7855.25,29240.11,
TVSMOTOR,NSE:TVSMOTOR,TVS Motor Company Limited,3525,3542,3574.8,3503.1,3538.6,-13.6,-0.38,890130,3720,2171.4,166990.4725,
TVSSCS,NSE:TVSSCS,TVS Supply Chain Solutions Limited,106.89,108.7,109.49,106.75,108.37,-1.48,-1.37,561022,196.9,104.8,4652.549501,
TVSSRICHAK,NSE:TVSSRICHAK,TVS Srichakra Limited,4565.2,4725,4725,4560,4676,-110.8,-2.37,13860,4775.8,2431.8,3348.051628,
TVTODAY,NSE:TVTODAY,TV Today Network Limited,138.81,137.5,140.1,137.5,138.8,0.01,0.01,31954,226.99,137,829.338079,
TVVISION,NSE:TVVISION,TV Vision Limited,5.85,5.98,5.99,5.72,5.84,0.01,0.17,37031,30.27,3.65,22.0039322,
UBL,NSE:UBL,United Breweries Limited,1695.5,1712,1712,1690.1,1700.1,-4.6,-0.27,152513,2299.7,1676.6,44716.15057,
UCAL,NSE:UCAL,UCAL LIMITED,123,126.14,126.14,122,122.28,0.72,0.59,13107,252.4,120.3,270.3375525,
UCOBANK,NSE:UCOBANK,UCO Bank,31.06,31.25,31.41,30.85,31.11,-0.05,-0.16,11891884,52,26.81,38887.16147,
UDS,NSE:UDS,Updater Services Limited,186,187.52,190,185.5,187.8,-1.8,-0.96,247759,429.7,183.95,1233.991146,
UEL,NSE:UEL,Ujaas Energy Limited,119.55,125.85,132,119.55,125.85,-6.3,-5.01,1061,132,72.27,1586.246,
UFLEX,NSE:UFLEX,UFLEX Limited,500,500.7,501.95,498,498.1,1.9,0.38,15953,685.6,438,3613.986,
UFO,NSE:UFO,UFO Moviez India Limited,80.8,81.97,82.94,80.11,81.83,-1.03,-1.26,455733,119.39,59.95,311.4208554,
UGARSUGAR,NSE:UGARSUGAR,The Ugar Sugar Works Limited,40.7,40.67,41.23,40.24,40.67,0.03,0.07,90589,78.99,38.91,445.1822433,
UGROCAP,NSE:UGROCAP,Ugro Capital Limited,174,172.4,177.4,172.39,172.85,1.15,0.67,469272,254.57,142.33,2378.931849,
UJJIVANSFB,NSE:UJJIVANSFB,Ujjivan Small Finance Bank Limited,54.65,55.5,56.05,54.33,55.93,-1.28,-2.29,12749466,56.18,30.88,10130.52184,
ULTRACEMCO,NSE:ULTRACEMCO,UltraTech Cement Limited,11620,11776,11787,11599,11759,-139,-1.18,216490,13097,10047.85,334845.8708,
UMAEXPORTS,NSE:UMAEXPORTS,Uma Exports Limited,40.47,41,41,40.12,40.14,0.33,0.82,41697,134.86,39,134.6476452,
UMESLTD,NSE:UMESLTD,Usha Martin Education & Solutions Limited,4.91,5.12,5.12,4.86,5,-0.09,-1.8,56122,8.35,4.78,13.6792175,
UMIYA-MRO,NSE:UMIYA-MRO,UMIYA BUILDCON LIMITED,90.27,87.2,91.99,87.2,88.79,1.48,1.67,111119,110.9,56.81,162.1332,
UNICHEMLAB,NSE:UNICHEMLAB,Unichem Laboratories Limited,463.4,474,474,459.55,469.3,-5.9,-1.26,23053,867.85,444,3185.555659,
UNIDT,NSE:UNIDT,United Drilling Tools Limited,198.7,200.68,200.68,196.03,197.09,1.61,0.82,12241,294.9,184.46,404.6666514,
UNIECOM,NSE:UNIECOM,Unicommerce Esolutions Limited,127.5,127.15,128.3,126.01,125.9,1.6,1.27,242599,197.6,96.03,1412.013345,
UNIENTER,NSE:UNIENTER,Uniphos Enterprises Limited,145.89,146.16,147,145,146.16,-0.27,-0.18,6825,192.68,129.44,1010.630504,
UNIINFO,NSE:UNIINFO,Uniinfo Telecom Services Limited,16.31,17.01,17.59,16.31,17,-0.69,-4.06,8257,48.9,13.94,17.5819347,
UNIMECH,NSE:UNIMECH,Unimech Aerospace and Manufacturing Limited,984.9,974.8,986.1,960.5,964.9,20,2.07,37953,1523.75,850,5035.819432,
UNIONBANK,NSE:UNIONBANK,Union Bank of India,154.07,155.89,155.89,153.1,155.4,-1.33,-0.86,12853593,158.65,100.81,117595.8784,
UNIPARTS,NSE:UNIPARTS,Uniparts India Limited,490,495,498.35,486.8,484.7,5.3,1.09,293383,543.95,296.65,2192.96364,
UNITDSPR,NSE:UNITDSPR,United Spirits Limited,1444,1460,1468.8,1441,1459.5,-15.5,-1.06,991835,1700,1271.1,105104.8829,
UNITECH,NSE:UNITECH,Unitech Limited,6.31,6.19,6.42,6.14,6.15,0.16,2.6,3946679,11.99,5.5,1620.7014,
UNITEDPOLY,NSE:UNITEDPOLY,United Polyfab Gujarat Limited,39.13,39.2,39.97,38.5,40.15,-1.02,-2.54,190698,51.16,11.9,405.1524223,
UNITEDTEA,NSE:UNITEDTEA,The United Nilgiri Tea Estates Company Limited,441.15,440,445.5,440,440.2,0.95,0.22,6122,619,350.1,219.7432968,
UNIVAFOODS,NSE:UNIVAFOODS,Univa Foods Limited,13.57,13.57,13.57,13.57,13.57,0,0,4847,13.57,9.22,19.33215,
UNIVASTU,NSE:UNIVASTU,Univastu India Limited,67.55,66.4,67.69,65.92,65.59,1.96,2.99,62002,115.12,63.51,248.2793607,
UNIVCABLES,NSE:UNIVCABLES,Universal Cables Limited,928.1,929.75,949,916,934.5,-6.4,-0.68,244911,1008,407.25,3168.763485,
UNIVPHOTO,NSE:UNIVPHOTO,Universus Photo Imagings Limited,264.5,281.85,282.15,263.1,278.95,-14.45,-5.18,8697,408,174,259.908518,
UNOMINDA,NSE:UNOMINDA,UNO Minda Limited,1305.5,1326.7,1339.5,1290.5,1320.1,-14.6,-1.11,748287,1382,767.6,73403.33,
UPL,NSE:UPL,UPL Limited,757.9,764,769.2,756.55,760.6,-2.7,-0.35,2523298,776,493,68814.8045,
URAVIDEF,NSE:URAVIDEF,Uravi Defence and Technology Limited,193,199,199,186,193.08,-0.08,-0.04,15241,584,186,219.12641,
URJA,NSE:URJA,Urja Global Limited,12.34,12.29,12.42,12.26,12.29,0.05,0.41,1310544,19.49,10.87,647.567422,
USHAMART,NSE:USHAMART,Usha Martin Limited,421.5,426,428.9,416.55,425.55,-4.05,-0.95,581646,497.1,278.55,12835.09783,
USK,NSE:USK,Udayshivakumar Infra Limited,24.26,24.48,25.47,23.92,23.92,0.34,1.42,58934,61.2,23.6,137.9344282,
UTIAMC,NSE:UTIAMC,UTI Asset Management Company Limited,1145,1156,1161.9,1127.6,1155.8,-10.8,-0.93,168134,1494.8,905,14477.59755,
UTKARSHBNK,NSE:UTKARSHBNK,Utkarsh Small Finance Bank Limited,16.76,16.93,17,16.6,16.53,0.23,1.39,21789752,33.45,15.35,2844.835737,
UTTAMSUGAR,NSE:UTTAMSUGAR,Uttam Sugar Mills Limited,233.26,240.5,240.5,231,237.14,-3.88,-1.64,27062,330.45,171.51,853.9776302,
UYFINCORP,NSE:UYFINCORP,U. Y. Fincorp Limited,14.79,14.26,14.94,14.26,14.42,0.37,2.57,211042,28.32,11.16,279.664405,
V2RETAIL,NSE:V2RETAIL,V2 Retail Limited,2434.1,2520.7,2520.7,2425.5,2492.5,-58.4,-2.34,141325,2564.1,1246.1,8285.238664,
VADILALIND,NSE:VADILALIND,Vadilal Industries Limited,5355,5390,5440,5280,5392,-37,-0.69,4700,7398.5,3414.05,3782.355917,
VAIBHAVGBL,NSE:VAIBHAVGBL,Vaibhav Global Limited,237.35,238.25,242.15,237.05,237.4,-0.05,-0.02,1546500,338.55,195,3879.820513,
VAISHALI,NSE:VAISHALI,Vaishali Pharma Limited,8.95,9.29,9.29,8.95,9.08,-0.13,-1.43,392388,20.41,8.75,95.7394009,
VAKRANGEE,NSE:VAKRANGEE,Vakrangee Limited,8.13,8.25,8.25,8.02,8.06,0.07,0.87,3591303,38.2,7.88,862.9244046,
VALIANTLAB,NSE:VALIANTLAB,Valiant Laboratories Limited,68.4,70.15,70.81,66.71,70.09,-1.69,-2.41,30653,120.85,66.71,367.9301062,
VALIANTORG,NSE:VALIANTORG,Valiant Organics Limited,259.9,251.15,260,249,253.15,6.75,2.67,18221,507.8,227.05,729.811658,
VARDHACRLC,NSE:VARDHACRLC,Vardhman Acrylics Limited,39.9,38.75,39.98,38.75,38.81,1.09,2.81,42861,59.8,36.53,322.8819843,
VARDMNPOLY,NSE:VARDMNPOLY,Vardhman Polytex Limited,6.7,6.65,6.88,6.6,6.68,0.02,0.3,389064,15.39,6.51,305.3385556,
VARROC,NSE:VARROC,Varroc Engineering Limited,653.75,659.9,664.5,653.1,660.05,-6.3,-0.95,273607,674.5,374.1,9946.56585,
VASCONEQ,NSE:VASCONEQ,Vascon Engineers Limited,51.3,49.89,51.99,49.4,49.61,1.69,3.41,2177303,74.59,31.98,1135.794808,
VASWANI,NSE:VASWANI,Vaswani Industries Limited,54.7,56.15,57.14,53.71,56.57,-1.87,-3.31,255647,69.99,33.3,182.109134,
VBL,NSE:VBL,Varun Beverages Limited,466.5,465.1,468.9,462.75,465.5,1,0.21,6861159,663.6,419.55,158032.3569,
VCL,NSE:VCL,Vaxtex Cotfab Limited,1.74,1.74,1.74,1.74,1.66,0.08,4.82,2360687,1.74,0.6,29.1198745,
VEDL,NSE:VEDL,Vedanta Limited,519,518.7,523.75,517.35,516.3,2.7,0.52,8884663,535.5,363,192850.4871,
VEEDOL,NSE:VEEDOL,Veedol Corporation Limited,1637,1651.3,1665.9,1637,1660.3,-23.3,-1.4,9066,2035,1305,2705.353673,
VENKEYS,NSE:VENKEYS,Venky's (India) Limited,1339.6,1335.3,1344,1330.1,1337.8,1.8,0.13,39456,2026.6,1315,1878.170602,
VENTIVE,NSE:VENTIVE,Ventive Hospitality Limited,740,735,743.45,733,742.1,-2.1,-0.28,65703,840,523.4,16252.731,
VENUSPIPES,NSE:VENUSPIPES,Venus Pipes & Tubes Limited,1284.9,1281.5,1293,1260.1,1281.4,3.5,0.27,34918,1705.2,1005.3,2634.568004,
VENUSREM,NSE:VENUSREM,Venus Remedies Limited,718,708.4,758,688,697.5,20.5,2.94,128469,758,270.25,989.6296777,
VERANDA,NSE:VERANDA,Veranda Learning Solutions Limited,206.5,207.35,210,205.55,205.7,0.8,0.39,370864,277,185.3,1966.47866,
VERTOZ,NSE:VERTOZ,Vertoz Limited,73.32,75.03,75.7,73.17,74.43,-1.11,-1.49,234037,172.4,63.2,589.9156339,
VESUVIUS,NSE:VESUVIUS,Vesuvius India Limited,483.85,479.95,485.05,478.1,477.25,6.6,1.38,66996,646,356.13,9851.679651,
VETO,NSE:VETO,Veto Switchgears And Cables Limited,112.5,112.1,114.49,112.1,112.3,0.2,0.18,40211,149,92.6,215.474625,
VGUARD,NSE:VGUARD,V-Guard Industries Limited,338,344,344,335.4,340.85,-2.85,-0.84,356375,450,300,14817.6343,
VHL,NSE:VHL,Vardhman Holdings Limited,3769.9,3711,3769.9,3660.1,3708.6,61.3,1.65,981,5250,2850,1193.77688,
VHLTD,NSE:VHLTD,Viceroy Hotels Limited,129,128.7,130.3,128.7,128.98,0.02,0.02,24305,136,93.05,870.4022024,
VIDHIING,NSE:VIDHIING,Vidhi Specialty Food Ingredients Limited,359,360.8,366.3,355,364.45,-5.45,-1.5,13944,569.15,313.55,1786.622017,
VIJAYA,NSE:VIJAYA,Vijaya Diagnostic Centre Limited,1002.15,1006,1015,997,1006.6,-4.45,-0.44,110671,1275,740,10283.46588,
VIJIFIN,NSE:VIJIFIN,Viji Finance Limited,2.64,2.51,2.65,2.31,2.54,0.1,3.94,174904,4.6,1.99,45.9633786,
VIKASECO,NSE:VIKASECO,Vikas EcoTech Limited,1.64,1.75,1.79,1.63,1.7,-0.06,-3.53,3068876,3.51,1.45,258.0235312,
VIKASLIFE,NSE:VIKASLIFE,Vikas Lifecare Limited,1.89,1.99,2,1.88,1.94,-0.05,-2.58,3759909,4.74,1.75,329.4213275,
VIKRAMSOLR,NSE:VIKRAMSOLR,Vikram Solar Limited,266.2,274,274.2,263.85,269.6,-3.4,-1.26,1563655,407.95,263.85,9776.807106,
VIMTALABS,NSE:VIMTALABS,Vimta Labs Limited,617.95,621.7,626.95,613.35,620,-2.05,-0.33,287375,902.65,391.85,2666.713842,
VINATIORGA,NSE:VINATIORGA,Vinati Organics Limited,1585,1602.3,1608,1580.6,1599.3,-14.3,-0.89,33331,2040,1412.5,16463.75955,
VINCOFE,NSE:VINCOFE,Vintage Coffee And Beverages Limited,163.84,164.45,164.9,161.44,163.39,0.45,0.28,3980665,174.5,75,2227.77339,
VINDHYATEL,NSE:VINDHYATEL,Vindhya Telelinks Limited,1524,1530.6,1559,1511.9,1523,1,0.07,35172,2286,1160.3,1802.197056,
VINEETLAB,NSE:VINEETLAB,Vineet Laboratories Limited,41.48,45.2,45.2,41.02,44.62,-3.14,-7.04,92552,64.69,26.51,34.9331406,
VINNY,NSE:VINNY,Vinny Overseas Limited,1.34,1.32,1.34,1.32,1.32,0.02,1.52,490408,2.14,1.19,62.4795785,
VINYLINDIA,NSE:VINYLINDIA,Vinyl Chemicals (India) Limited,253.5,255.35,256.4,253.5,255.35,-1.85,-0.72,9447,385.6,215.1,449.595432,
VIPCLOTHNG,NSE:VIPCLOTHNG,VIP Clothing Limited,33.15,32.51,33.15,32.17,32.45,0.7,2.16,121697,53.2,28,302.6771828,
VIPIND,NSE:VIPIND,VIP Industries Limited,376.75,369.5,380.1,369.3,371.45,5.3,1.43,264381,524,248.35,5313.86284,
VIPULLTD,NSE:VIPULLTD,Vipul Limited,8.62,9.12,9.12,8.61,8.97,-0.35,-3.9,456740,31.58,7.58,117.6239498,
VIRINCHI,NSE:VIRINCHI,Virinchi Limited,23.75,23.7,24.25,23.52,23.87,-0.12,-0.5,141944,32.82,19.46,242.381575,
VISAKAIND,NSE:VISAKAIND,Visaka Industries Limited,68.02,68.35,69.97,67.35,68.35,-0.33,-0.48,83914,107,55.05,576.9715271,
VISASTEEL,NSE:VISASTEEL,Visa Steel Limited,54.1,55.07,55.07,54,52.45,1.65,3.15,62233,73.68,28.2,600.2205837,
VISHNU,NSE:VISHNU,Vishnu Chemicals Limited,523,550,551.2,517.55,542.3,-19.3,-3.56,127235,595.8,336,3243.803423,
VISHWARAJ,NSE:VISHWARAJ,Vishwaraj Sugar Industries Limited,7.08,6.99,7.1,6.99,6.98,0.1,1.43,295207,16.38,6.93,153.8308699,
VIVIDHA,NSE:VIVIDHA,Visagar Polytex Limited,0.73,0.74,0.75,0.72,0.73,0,0,380147,1.15,0.6,20.9657246,
VLEGOV,NSE:VLEGOV,VL E-Governance & IT Solutions Limited,24.15,24.85,24.92,23.85,23.74,0.41,1.73,638905,197.77,18.21,263.4310176,
VLSFINANCE,NSE:VLSFINANCE,VLS Finance Limited,304.02,305.05,307.7,301.1,303.6,0.42,0.14,125551,396.45,186.9,1053.19378,
VMART,NSE:VMART,V-Mart Retail Limited,785,791.8,795.55,781.05,791.8,-6.8,-0.86,146560,1035.25,676.04,6225.3483,
VMM,NSE:VMM,Vishal Mega Mart Limited,135,134.5,135.98,133.06,135,0,0,8532702,157.6,95.99,62335.82236,
VOLTAMP,NSE:VOLTAMP,Voltamp Transformers Limited,8087,8200,8209.5,8049,8146,-59,-0.72,54641,11547.65,6051,8179.95375,
VOLTAS,NSE:VOLTAS,Voltas Limited,1388.9,1384,1402.9,1365,1387,1.9,0.14,1049388,1859.4,1135,46118.19292,
VPRPL,NSE:VPRPL,Vishnu Prakash R Punglia Limited,82.35,84.99,85.3,82.05,84.36,-2.01,-2.38,763439,345.75,78,948.9470314,
VRAJ,NSE:VRAJ,Vraj Iron and Steel Limited,134.5,135.2,137.89,134.22,133.74,0.76,0.57,17970,255.88,132.25,446.38857,
VRLLOG,NSE:VRLLOG,VRL Logistics Limited,263.6,272,272.2,263.5,269.3,-5.7,-2.12,247744,324.5,216.6,4547.720689,
VSSL,NSE:VSSL,Vardhman Special Steels Limited,276,283.2,284.4,275.7,281.35,-5.35,-1.9,226827,324,178,2593.389564,
VSTIND,NSE:VSTIND,VST Industries Limited,253,249.85,254.75,249.85,249.85,3.15,1.26,407451,373,242.05,4275.06497,
VSTL,NSE:VSTL,Vibhor Steel Tubes Limited,134.01,134.55,135.8,133.81,133.49,0.52,0.39,15019,257.39,125,259.1219488,
VSTTILLERS,NSE:VSTTILLERS,V.S.T Tillers Tractors Limited,5508,5522,5565,5394.5,5516.5,-8.5,-0.15,28344,6149,3082,4622.802,
VTL,NSE:VTL,Vardhman Textiles Limited,428.5,434.45,436.15,425.4,432.2,-3.7,-0.86,749312,563.95,361.1,12215.99509,
WAAREEENER,NSE:WAAREEENER,Waaree Energies Limited,3214.5,3297.3,3332.7,3200.1,3286.2,-71.7,-2.18,1080280,3865,1863,92458.64927,
WAAREEINDO,NSE:WAAREEINDO,Indosolar Limited,529.05,537,554.1,529.05,556.9,-27.85,-5,43367,725,165.07,2189.278,
WAAREERTL,NSE:WAAREERTL,Waaree Renewable Technologies Limited,1074,1089,1092,1068.7,1078.6,-4.6,-0.43,1364425,1358,841.15,10971.03888,
WABAG,NSE:WABAG,VA Tech Wabag Limited,1391,1409.5,1414,1390,1409.5,-18.5,-1.31,142242,1944,1114,8678.651967,
WALCHANNAG,NSE:WALCHANNAG,Walchandnagar Industries Limited,166,162.33,172.9,160.18,161.68,4.32,2.67,237145,304,142.79,1021.655154,
WANBURY,NSE:WANBURY,Wanbury Limited,255.1,241.8,266.85,233.05,239.4,15.7,6.56,86148,329.7,154.01,854.8402861,
WCIL,NSE:WCIL,Western Carriers (India) Limited,120.2,117.99,121.4,116.62,117.47,2.73,2.32,251783,147.29,65.1,1201.719739,
WEALTH,NSE:WEALTH,Wealth First Portfolio Managers Limited,1021,1051.9,1051.9,988.2,1041.5,-20.5,-1.97,6738,1720,801.2,1051.307364,
WEBELSOLAR,NSE:WEBELSOLAR,Websol Energy System Limited,106.4,110,111.6,103.1,109.1,-2.7,-2.47,3747338,186.5,80.35,4383.698403,
WEIZMANIND,NSE:WEIZMANIND,Weizmann Limited,109,105.02,111,105.02,104.99,4.01,3.82,2382,155,100.09,162.325676,
WEL,NSE:WEL,Wonder Electricals Limited,175,176.4,178.49,173.27,175.77,-0.77,-0.44,370951,200,123.15,2266.598119,
WELCORP,NSE:WELCORP,Welspun Corp Limited,864,879.7,885,857.5,871.1,-7.1,-0.82,969433,994,664.3,22772.82006,
WELENT,NSE:WELENT,Welspun Enterprises Limited,531,537.5,539.7,526.05,534.3,-3.3,-0.62,180329,655,400.05,7190.28693,
WELINV,NSE:WELINV,Welspun Investments and Commercials Limited,1199.4,1235.9,1235.9,1176,1226.7,-27.3,-2.23,2349,1424,597.55,447.9073034,
WELSPUNLIV,NSE:WELSPUNLIV,Welspun Living Limited,132.13,133.53,134.59,131.12,133.53,-1.4,-1.05,3096332,180.7,104.8,12534.83,
WENDT,NSE:WENDT,Wendt (India) Limited,8188.5,8250,8330,8100,8241.5,-53,-0.64,7999,18033.65,7955,1577.061701,
WESTLIFE,NSE:WESTLIFE,WESTLIFE FOODWORLD LIMITED,559.6,563.05,568.15,556.2,566.6,-7,-1.24,231719,893.35,531.2,8496.809341,
WEWIN,NSE:WEWIN,WE WIN LIMITED,46.2,44,46.2,43.9,44,2.2,5,6100,98.9,37.7,47.1952394,
WHEELS,NSE:WHEELS,Wheels India Limited,854.25,855,863.1,848.65,855.3,-1.05,-0.12,56031,978.5,543.6,2068.8645,
WHIRLPOOL,NSE:WHIRLPOOL,Whirlpool of India Limited,1062.3,1084,1088,1055.8,1200.9,-138.6,-11.54,795998,1981.1,899,13473.33015,
WILLAMAGOR,NSE:WILLAMAGOR,Williamson Magor & Company Limited,32.67,31,32.87,31,32.16,0.51,1.59,4546,42.8,25.31,34.3481931,
WINDLAS,NSE:WINDLAS,Windlas Biotech Limited,793,798.4,806.3,790.35,798.4,-5.4,-0.68,46431,1178.85,665.1,1610.303316,
WINDMACHIN,NSE:WINDMACHIN,Windsor Machines Limited,275.3,275,279.2,274.35,277,-1.7,-0.61,59078,440.8,230.56,2395.320675,
WINSOME,NSE:WINSOME,Winsome Yarns Limited,1.96,1.96,1.96,1.93,1.93,0.03,1.55,7032,3.88,1.58,13.3498344,
WIPL,NSE:WIPL,The Western India Plywoods Limited,162.2,161.27,166.39,161.27,161.27,0.93,0.58,10911,270,137.9,137.8881962,
WIPRO,NSE:WIPRO,Wipro Limited,249.3,250.4,251.92,247.69,250.19,-0.89,-0.36,9140885,324.6,228,261105.0838,
WOCKPHARMA,NSE:WOCKPHARMA,Wockhardt Limited,1275.1,1278.8,1317.9,1274.1,1278.8,-3.7,-0.29,493644,1868.8,1110.05,20841.59161,
WONDERLA,NSE:WONDERLA,Wonderla Holidays Limited,558.2,558.6,564,555.55,558.5,-0.3,-0.05,123693,947.4,519,3417.618091,
WORTH,NSE:WORTH,Worth Peripherals Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WSI,NSE:WSI,W S Industries (I) Limited,77.75,79.8,79.8,76.51,78.44,-0.69,-0.88,110015,139.6,62.6,512.6763633,
WSTCSTPAPR,NSE:WSTCSTPAPR,West Coast Paper Mills Limited,421.25,418,421.25,411,416.6,4.65,1.12,48803,638.85,385.1,2728.667856,
